Bot Index,Bot Task,Bot,gpt-4o-2024-11-20
3778,Sambot 4,Sambot,Task allocation
3779,Sambot 12,Sambot,Exception management
3780,Sambot 11,Sambot,Operational
3781,Sambot 5,Sambot,Operational
3782,Sambot,Sambot,Operational
3783,Sambot 9,Sambot,Operational
3784,Sambot 6,Sambot,Task division
3785,Sambot 8,Sambot,Operational
3786,Sambot 7,Sambot,Task allocation
3787,Sameergoswami,Sameergoswami,Other
3788,SamoaBot 2,SamoaBot,Operational
3789,SamoaBot,SamoaBot,Operational
3790,SamuraiBot,SamuraiBot,Interwiki
3791,Sandbot,Sandbot,Operational
3792,SandgemBot,SandgemBot,Task allocation
3793,Santali MessageDeliveryBot,Santali MessageDeliveryBot,Information provision
3794,SantoshBot,SantoshBot,Interwiki
3795,SashatoBot,SashatoBot,Interwiki
3796,SashkoBot,SashkoBot,Other
3797,SassoBot,SassoBot,Interwiki
3798,SataniaBot,SataniaBot,Other
3799,SatyrBot 2,SatyrBot,Task allocation
3800,SatyrBot,SatyrBot,Task division
3801,SatyrBot 3,SatyrBot,Operational
3802,ScanDot,ScanDot,Exception management
3803,ScannerBot,ScannerBot,Operational
3804,Scepbot 2,Scepbot,Operational
3805,Scepbot 3,Scepbot,Operational
3806,Scepbot,Scepbot,Operational
3807,SchuBota,SchuBota,Operational
3808,ScottLantz2,ScottLantz2,Other
3809,ScriptNastaliqBot,ScriptNastaliqBot,Operational
3810,Scsbot,Scsbot,Information provision
3811,SdBot,SdBot,Other
3812,Sdebot,Sdebot,Task allocation
3813,SdkbBot 3,SdkbBot,Operational
3814,SdkbBot 4,SdkbBot,Operational
3815,SdkbBot 2,SdkbBot,Operational
3816,SdkbBot,SdkbBot,Operational
3817,SebrevBOT,SebrevBOT,Interwiki
3818,SecuniBot,SecuniBot,Operational
3819,Seedbot 2,Seedbot,Operational
3820,Seedbot,Seedbot,Operational
3821,Seedbot2,Seedbot2,Operational
3822,SelectionBot,SelectionBot,Task allocation
3823,SelketBot 5,SelketBot,Operational
3824,SelketBot,SelketBot,Operational
3825,SelketBot 6,SelketBot,Operational
3826,SelketBot 3,SelketBot,Operational
3827,SelketBot 2,SelketBot,Exception management
3828,SelketBot 4,SelketBot,Operational
3829,Selmobot,Selmobot,Task allocation
3830,Seppi333Bot,Seppi333Bot,Operational
3831,Seppi333Bot 2,Seppi333Bot,Operational
3832,Sethbot,Sethbot,Operational
3833,SeventyThreeBot,SeventyThreeBot,Other
3834,SeveroBot,SeveroBot,Operational
3835,Sgeo-BOT,Sgeo-BOT,Operational
3836,SgtDrini,SgtDrini,Exception management
3837,ShabBot,ShabBot,Other
3838,ShabzarBot,ShabzarBot,Exception management
3839,ShadowRobot,ShadowRobot,Other
3840,Shadowbot,Shadowbot,Exception management
3841,Shadowbot 2,Shadowbot,Exception management
3842,Shadowbot2,Shadowbot2,Exception management
3843,Shadowbot3,Shadowbot3,Information provision
3844,ShakataBot,ShakataBot,Operational
3845,ShakingBot,ShakingBot,Information provision
3846,Shalom the bot v2.0,Shalom the bot v2.0,Information provision
3847,Shanbot,Shanbot,Other
3848,ShapiroBot,ShapiroBot,Information provision
3849,SharafBot,SharafBot,Interwiki
3850,SharedIPArchiveBot 2,SharedIPArchiveBot,Information provision
3851,SharedIPArchiveBot,SharedIPArchiveBot,Exception management
3852,Shareobot,Shareobot,Other
3853,SharkDBot,SharkDBot,Operational
3854,SheepBot,SheepBot,Operational
3855,SheepLinterBot 2,SheepLinterBot,Operational
3856,SheepLinterBot,SheepLinterBot,Operational
3857,ShepBot 4,ShepBot,Operational
3858,ShepBot 2,ShepBot,Task allocation
3859,ShepBot,ShepBot,Task allocation
3860,ShepBot 3,ShepBot,Task allocation
3861,ShinBot,ShinBot,Other
3862,ShinmaBot,ShinmaBot,Operational
3863,Shinybot,Shinybot,Task division
3864,ShortDescBot 2,ShortDescBot,Operational
3865,ShortDescBot,ShortDescBot,Operational
3866,Shoutboundbot,Shoutboundbot,Other
3867,ShrugBot,ShrugBot,Other
3868,Shuaib-bot,Shuaib-bot,Other
3869,SiddiqBot,SiddiqBot,Operational
3870,SidoBot,SidoBot,Other
3871,SieBot,SieBot,Interwiki
3872,SigmaBot,SigmaBot,Operational
3873,Sigmabot,Sigmabot,Exception management
3874,Signpost Book Bot 2,Signpost Book Bot,Operational
3875,Signpost Book Bot,Signpost Book Bot,Task division
3876,SilvonenBot,SilvonenBot,Interwiki
3877,SimeonBot,SimeonBot,Other
3878,SimoneBot,SimoneBot,Other
3879,Simplebot,Simplebot,Operational
3880,SimplexityBot,SimplexityBot,Operational
3881,SineBot,SineBot,Operational
3882,Sir Fixalot,Sir Fixalot,Other
3883,SireBot,SireBot,Other
3884,Sk8er5000Bot,Sk8er5000Bot,Task allocation
3885,SkiersBot,SkiersBot,Task division
3886,Skumarlabot,Skumarlabot,Operational
3887,Skxll Mark-2,Skxll Mark-2,Other
3888,SkyBot 1,SkyBot,Task allocation
3889,SkylinBot,SkylinBot,Operational
3890,Skynet,Skynet,Other
3891,Skypbot,Skypbot,Other
3892,Skywalker358,Skywalker358,Exception management
3893,SlakrBot,SlakrBot,Other
3894,Slobot,Slobot,Interwiki
3895,Slowbot,Slowbot,Other
3896,SmackBot 2,SmackBot,Other
3897,SmackBot 38,SmackBot,Operational
3898,SmackBot 40,SmackBot,Operational
3899,SmackBot 42,SmackBot,Operational
3900,SmackBot 35,SmackBot,Other
3901,SmackBot 35,SmackBot,Operational
3902,SmackBot 1,SmackBot,Other
3903,SmackBot 37,SmackBot,Operational
3904,SmackBot,SmackBot,Other
3905,SmackBot,SmackBot,Other
3906,SmackBot 0,SmackBot,Other
3907,SmackBot 41,SmackBot,Operational
3908,SmackBot 43,SmackBot,Operational
3909,SmackBot 39,SmackBot,Operational
3910,SmackBot 22,SmackBot,Operational
3911,SmackBot 36,SmackBot,Operational
3912,SmackBot XI,SmackBot XI,Operational
3913,SmackBot XII,SmackBot XII,Operational
3914,SmackBot XIII,SmackBot XIII,Operational
3915,SmackBot XIV,SmackBot XIV,Operational
3916,SmackBot XIX,SmackBot XIX,Operational
3917,SmackBot XV,SmackBot XV,Operational
3918,SmackBot XVI,SmackBot XVI,Operational
3919,SmackBot XVII,SmackBot XVII,Operational
3920,SmackBot XVIII,SmackBot XVIII,Operational
3921,SmackBot XX,SmackBot XX,Operational
3922,SmackBot XXI,SmackBot XXI,Operational
3923,SmackBot XXII,SmackBot XXII,Operational
3924,SmackBot XXIII,SmackBot XXIII,Operational
3925,SmackBot XXIV,SmackBot XXIV,Operational
3926,SmackBot XXIX,SmackBot XXIX,Operational
3927,SmackBot XXV,SmackBot XXV,Operational
3928,SmackBot XXVI,SmackBot XXVI,Operational
3929,SmackBot XXVIII,SmackBot XXVIII,Operational
3930,SmackBot XXX,SmackBot XXX,Operational
3931,SmackBot XXXI,SmackBot XXXI,Operational
3932,SmackallBot,SmackallBot,Exception management
3933,Smallbot,Smallbot,Operational
3934,Smallbot 2,Smallbot,Information provision
3935,Smartbot,Smartbot,Other
3936,SmeiraBot,SmeiraBot,Interwiki
3937,SmeiraBot~enwiki,SmeiraBot~enwiki,Interwiki
3938,Sn1pebot,Sn1pebot,Other
3939,Sn1pebot Mk. II,Sn1pebot Mk. II,Other
3940,Snaevar-bot,Snaevar-bot,Interwiki
3941,SnakeBot,SnakeBot,Interwiki
3942,Snotbot 9,Snotbot,Information provision
3943,Snotbot,Snotbot,Task allocation
3944,Snotbot 4,Snotbot,Operational
3945,Snotbot 2,Snotbot,Task allocation
3946,Snotbot 12,Snotbot,Information provision
3947,Snotbot 8,Snotbot,Exception management
3948,Snotbot 3,Snotbot,Operational
3949,Snotbot 7,Snotbot,Operational
3950,Snotbot 6,Snotbot,Operational
3951,Snotbot 11,Snotbot,Exception management
3952,Snotbot 5,Snotbot,Operational
3953,Snotbot 10,Snotbot,Exception management
3954,Snowbot,Snowbot,Task allocation
3955,Snowbot 3,Snowbot,Task allocation
3956,Snowbot 2,Snowbot,Task allocation
3957,So-Mr.Z-bot,So-Mr.Z-bot,Other
3958,SoapBot,SoapBot,Other
3959,Soccoro,Soccoro,Other
3960,SocialBot,SocialBot,Other
3961,SocietyBot,SocietyBot,Operational
3962,SocksBot,SocksBot,Exception management
3963,SodiumBot,SodiumBot,Operational
3964,SolumeirasBot,SolumeirasBot,Other
3965,Soulbot,Soulbot,Interwiki
3966,SoupBot,SoupBot,Operational
3967,SourceArchiver,SourceArchiver,Other
3968,SoxBot 18,SoxBot,Task allocation
3969,SoxBot 10,SoxBot,Operational
3970,SoxBot 23,SoxBot,Other
3971,SoxBot 22,SoxBot,Task division
3972,SoxBot 14,SoxBot,Operational
3973,SoxBot 13,SoxBot,Operational
3974,SoxBot 5,SoxBot,Task allocation
3975,SoxBot 6,SoxBot,Operational
3976,SoxBot 17,SoxBot,Operational
3977,SoxBot 20,SoxBot,Exception management
3978,SoxBot 2,SoxBot,Operational
3979,SoxBot 7,SoxBot,Task allocation
3980,SoxBot 19,SoxBot,Operational
3981,SoxBot 11,SoxBot,Other
3982,SoxBot 11,SoxBot,Other
3983,SoxBot 9,SoxBot,Information provision
3984,SoxBot 4,SoxBot,Task allocation
3985,SoxBot 21,SoxBot,Task division
3986,SoxBot,SoxBot,Operational
3987,SoxBot 16,SoxBot,Operational
3988,SoxBot 8,SoxBot,Operational
3989,SoxBot 3,SoxBot,Operational
3990,SoxBot 15,SoxBot,Exception management
3991,SoxBot 15,SoxBot,Other
3992,SoxBot 12,SoxBot,Information provision
3993,SoxBot II 4,SoxBot II,Information provision
3994,SoxBot II 6,SoxBot II,Operational
3995,SoxBot II 2,SoxBot II,Exception management
3996,SoxBot II,SoxBot II,Operational
3997,SoxBot II 5,SoxBot II,Information provision
3998,SoxBot II 3,SoxBot II,Information provision
3999,SoxBot III,SoxBot III,Information provision
4000,SoxBot III 2,SoxBot III,Interwiki
4001,SoxBot III 3,SoxBot III,Exception management
4002,SoxBot IV,SoxBot IV,Operational
4003,SoxBot IX,SoxBot IX,Task allocation
4004,SoxBot IX 2,SoxBot IX,Operational
4005,SoxBot V 4,SoxBot V,Other
4006,SoxBot V 6,SoxBot V,Operational
4007,SoxBot V 2,SoxBot V,Information provision
4008,SoxBot V 5,SoxBot V,Exception management
4009,SoxBot V 3,SoxBot V,Exception management
4010,SoxBot V,SoxBot V,Information provision
4011,SoxBot VI 2,SoxBot VI,Information provision
4012,SoxBot VI,SoxBot VI,Information provision
4013,SoxBot VII,SoxBot VII,Task allocation
4014,SoxBot VII 3,SoxBot VII,Exception management
4015,SoxBot VII 2,SoxBot VII,Operational
4016,SoxBot VII 4,SoxBot VII,Information provision
4017,SoxBot VIII,SoxBot VIII,Exception management
4018,SoxBot X,SoxBot X,Other
4019,SoxrockBot,SoxrockBot,Exception management
4020,SpBot,SpBot,Interwiki
4021,SpaceFactsBot,SpaceFactsBot,Information provision
4022,SpamReportBot~enwiki,SpamReportBot~enwiki,Other
4023,SpammerTrapBot,SpammerTrapBot,Exception management
4024,SpeakerBot 3,SpeakerBot,Task division
4025,SpeakerBot 4,SpeakerBot,Interwiki
4026,SpeakerBot,SpeakerBot,Task allocation
4027,SpeakerBot 2,SpeakerBot,Information provision
4028,SpebiBot,SpebiBot,Exception management
4029,SpebiBot 2,SpebiBot,Operational
4030,Special Cases,Special Cases,Exception management
4031,Speedy Deletion Bot,Speedy Deletion Bot,Exception management
4032,SpeedyBot,SpeedyBot,Interwiki
4033,Speedybot,Speedybot,Operational
4034,Spelian,Spelian,Operational
4035,SpellCheckerBot,SpellCheckerBot,Other
4036,Spellbot,Spellbot,Operational
4037,SpellingBot,SpellingBot,Operational
4038,Spidey665BOT,Spidey665BOT,Exception management
4039,SpillingBot,SpillingBot,Interwiki
4040,SplineBot,SplineBot,Other
4041,SpongeBot,SpongeBot,Operational
4042,SpongeBot (usurped),SpongeBot (usurped),Operational
4043,SporkBot 5,SporkBot,Operational
4044,SporkBot 6,SporkBot,Operational
4045,SporkBot 2,SporkBot,Task division
4046,SporkBot,SporkBot,Operational
4047,SporkBot 4,SporkBot,Operational
4048,SporkBot 7,SporkBot,Operational
4049,SporkBot 3,SporkBot,Operational
4050,SporkBot 8,SporkBot,Operational
4051,SportsStatsBot,SportsStatsBot,Operational
4052,SportsStatsBot 2,SportsStatsBot,Operational
4053,SpreadthesignBot,SpreadthesignBot,Operational
4054,SprinterBot,SprinterBot,Interwiki
4055,SpyridisioAnnisBot,SpyridisioAnnisBot,Other
4056,SquelchBot,SquelchBot,Exception management
4057,SreeBot,SreeBot,Interwiki
4058,Staeckerbot,Staeckerbot,Exception management
4059,StanfordLinkBot,StanfordLinkBot,Operational
4060,StanfordLinkPredictor,StanfordLinkPredictor,Operational
4061,StatBot,StatBot,Information provision
4062,StatisticianBot,StatisticianBot,Information provision
4063,StatsBot,StatsBot,Operational
4064,StatsUpdateBot,StatsUpdateBot,Other
4065,StatusBot,StatusBot,Information provision
4066,StatusBot 2,StatusBot,Information provision
4067,SteenthIWbot,SteenthIWbot,Interwiki
4068,Stefan2bot,Stefan2bot,Operational
4069,Stefan2bot 2,Stefan2bot,Exception management
4070,StefanBot,StefanBot,Operational
4071,SteiniBot,SteiniBot,Other
4072,SteveBot 2,SteveBot,Task division
4073,SteveBot 8,SteveBot,Operational
4074,SteveBot 6,SteveBot,Operational
4075,SteveBot 3,SteveBot,Operational
4076,SteveBot 7,SteveBot,Operational
4077,SteveBot,SteveBot,Task allocation
4078,SteveBot 4,SteveBot,Other
4079,SteveBot 5,SteveBot,Operational
4080,SteveCrossinBot 2,SteveCrossinBot,Other
4081,SteveCrossinBot 3,SteveCrossinBot,Other
4082,SteveCrossinBot,SteveCrossinBot,Other
4083,StewieBot,StewieBot,Exception management
4084,StigBot,StigBot,Interwiki
4085,StillwaterBot,StillwaterBot,Task division
4086,StormBot,StormBot,Task allocation
4087,StradBot,StradBot,Operational
4088,StradBot 2,StradBot,Operational
4089,StraussBot,StraussBot,Exception management
4090,StraussBot 2,StraussBot,Exception management
4091,Stuartyeates randombot,Stuartyeates randombot,Other
4092,StubListBot,StubListBot,Task division
4093,StubSyncBot,StubSyncBot,Task division
4094,Stwalkerbot 2,Stwalkerbot,Operational
4095,Stwalkerbot,Stwalkerbot,Operational
4096,SubstBot~enwiki,SubstBot~enwiki,Operational
4097,SuggestBot 6,SuggestBot,Task allocation
4098,SuggestBot 3,SuggestBot,Task allocation
4099,SuggestBot 7,SuggestBot,Task allocation
4100,SuggestBot 2,SuggestBot,Task allocation
4101,SuggestBot 5,SuggestBot,Task allocation
4102,SuggestBot 8,SuggestBot,Task division
4103,SuggestBot,SuggestBot,Task allocation
4104,SuggestBot 4,SuggestBot,Task allocation
4105,Sumanthk,Sumanthk,Other
4106,Sumibot,Sumibot,Task division
4107,Sumibot 2,Sumibot,Task division
4108,Sumone's bot,Sumone's bot,Other
4109,SunCreatorBot,SunCreatorBot,Task division
4110,SunCreatorBot 2,SunCreatorBot,Information provision
4111,SundarBot,SundarBot,Interwiki
4112,SupBot,SupBot,Other
4113,Supreme Adminbot,Supreme Adminbot,Exception management
4114,SurenaBot,SurenaBot,Interwiki
4115,SuriBot,SuriBot,Operational
4116,SusBot,SusBot,Interwiki
4117,SusBot~enwiki,SusBot~enwiki,Interwiki
4118,Sval972bot,Sval972bot,Other
4119,Svenbot 4,Svenbot,Other
4120,Svenbot 3,Svenbot,Other
4121,Svenbot,Svenbot,Operational
4122,Svenbot 2,Svenbot,Exception management
4123,SvickBOT,SvickBOT,Operational
4124,SvickBOT 6,SvickBOT,Operational
4125,SvickBOT 2,SvickBOT,Information provision
4126,SvickBOT 4,SvickBOT,Information provision
4127,SvickBOT 5,SvickBOT,Operational
4128,SvickBOT 3,SvickBOT,Information provision
4129,SwiftBot,SwiftBot,Operational
4130,Swimmingbot-awb,Swimmingbot-awb,Task division
4131,Swimmingbot-awb 2,Swimmingbot-awb,Operational
4132,Swindbot,Swindbot,Interwiki
4133,SynBot,SynBot,Operational
4134,Synthebot,Synthebot,Interwiki
4135,Syrcatbot,Syrcatbot,Operational
4136,Sz-iwbot,Sz-iwbot,Other
4137,T-850 Robotic Assistant,T-850 Robotic Assistant,Exception management
4138,T13bot,T13bot,Operational
4139,TAP Bot 2,TAP Bot,Operational
4140,TAP Bot 6,TAP Bot,Operational
4141,TAP Bot 3,TAP Bot,Task division
4142,TAP Bot 5,TAP Bot,Operational
4143,TAP Bot 4,TAP Bot,Operational
4144,TAP Bot,TAP Bot,Operational
4145,TARBOT,TARBOT,Interwiki
4146,TEMPbot,TEMPbot,Information provision
4147,TFA Protector Bot 2,TFA Protector Bot,Operational
4148,TFA Protector Bot 3,TFA Protector Bot,Exception management
4149,TFA Protector Bot 3,TFA Protector Bot,Exception management
4150,TFA Protector Bot,TFA Protector Bot,Exception management
4151,TFAProtectorBot,TFAProtectorBot,Exception management
4152,TFGBot,TFGBot,Operational
4153,TLAbot,TLAbot,Information provision
4154,TNTBot 3,TNTBot,Information provision
4155,TNTBot 2,TNTBot,Operational
4156,TNTBot,TNTBot,Operational
4157,TNTBot 4,TNTBot,Operational
4158,TNTBot 5,TNTBot,Operational
4159,TPBot 2,TPBot,Operational
4160,TPBot,TPBot,Information provision
4161,TPBot 3,TPBot,Information provision
4162,TPO-bot,TPO-bot,Operational
4163,TRVillageBot,TRVillageBot,Operational
4164,TSM Fairuse Bot,TSM Fairuse Bot,Exception management
4165,TT Bot,TT Bot,Operational
4166,TTObot,TTObot,Task allocation
4167,TW AIV helperbot,TW AIV helperbot,Exception management
4168,TWLBot,TWLBot,Operational
4169,TXiKiBoT,TXiKiBoT,Interwiki
4170,TaBOT-zerem,TaBOT-zerem,Interwiki
4171,Tadas12-bot,Tadas12-bot,Interwiki
4172,Tadasubot,Tadasubot,Operational
4173,TaeBot,TaeBot,Operational
4174,Tahir-bot,Tahir-bot,Other
4175,TalkPageArchivingBot,TalkPageArchivingBot,Information provision
4176,TamizhBOT,TamizhBOT,Operational
4177,Tangobot,Tangobot,Interwiki
4178,Tangobot 4,Tangobot,Interwiki
4179,Tanhabot,Tanhabot,Interwiki
4180,TannerBot,TannerBot,Operational
4181,Tanqbot,Tanqbot,Operational
4182,TarHippoBot,TarHippoBot,Operational
4183,TaskForceBot,TaskForceBot,Other
4184,Tawbot~enwiki,Tawbot~enwiki,Other
4185,Tawkerbot,Tawkerbot,Operational
4186,TawkerbotTorA,TawkerbotTorA,Exception management
4187,Taxobot 4,Taxobot,Operational
4188,Taxobot 2,Taxobot,Task division
4189,Taxobot 3,Taxobot,Operational
4190,Taxobot 7,Taxobot,Operational
4191,Taxobot,Taxobot,Operational
4192,Taxobot 6,Taxobot,Operational
4193,Taxobot 1,Taxobot,Task division
4194,Taxobot 5,Taxobot,Operational
4195,Taxobot (usurped),Taxobot (usurped),Other
4196,TaxonBot,TaxonBot,Other
4197,TecBot,TecBot,Operational
4198,TechBot 2,TechBot,Operational
4199,TechBot,TechBot,Interwiki
4200,Techman224 Interwiki Bot,Techman224 Interwiki Bot,Interwiki
4201,TechniqueBot,TechniqueBot,Operational
4202,TeckWizBot,TeckWizBot,Operational
4203,TeckWizBot 3,TeckWizBot,Task allocation
4204,TeckWizBot 2,TeckWizBot,Operational
4205,TedderBot 2,TedderBot,Operational
4206,TedderBot 5,TedderBot,Operational
4207,TedderBot 3,TedderBot,Task division
4208,TedderBot,TedderBot,Information provision
4209,TedderBot 4,TedderBot,Operational
4210,TedderBot 6,TedderBot,Information provision
4211,TehWikiBot,TehWikiBot,Exception management
4212,TellyaddictBot,TellyaddictBot,Information provision
4213,TempDeletionBot,TempDeletionBot,Exception management
4214,Template Maintenance Bot,Template Maintenance Bot,Operational
4215,TemplateBot,TemplateBot,Operational
4216,TemplatesFTW,TemplatesFTW,Operational
4217,TenzinBot,TenzinBot,Other
4218,TeoBot,TeoBot,Other
4219,TeraBot,TeraBot,Information provision
4220,TestEditBot,TestEditBot,Exception management
4221,Texvc2LaTeXBot,Texvc2LaTeXBot,Operational
4222,Thadius856AWB,Thadius856AWB,Task allocation
4223,Thanatos bot,Thanatos bot,Operational
4224,TharntonBot,TharntonBot,Other
4225,The Anomebot,The Anomebot,Other
4226,The Anomebot2 2,The Anomebot2,Operational
4227,The Anomebot2,The Anomebot2,Operational
4228,The Anomebot2 3,The Anomebot2,Interwiki
4229,The Anonybot,The Anonybot,Operational
4230,The Auto-categorizing Robot,The Auto-categorizing Robot,Task division
4231,The Little Pixie's Friend,The Little Pixie's Friend,Task allocation
4232,The One Bot,The One Bot,Operational
4233,The Sky Bot,The Sky Bot,Operational
4234,The wubbot 2,The wubbot,Operational
4235,The wubbot,The wubbot,Task division
4236,TheCowBot,TheCowBot,Operational
4237,TheJoshBot,TheJoshBot,Operational
4238,TheMagikBOT 4,TheMagikBOT,Task division
4239,TheMagikBOT 2,TheMagikBOT,Operational
4240,TheMagikBOT,TheMagikBOT,Operational
4241,TheMagikBOT 3,TheMagikBOT,Operational
4242,ThePhantomBot,ThePhantomBot,Exception management
4243,TheSandBot 3,TheSandBot,Operational
4244,TheSandBot 4,TheSandBot,Operational
4245,TheSandBot 11,TheSandBot,Task division
4246,TheSandBot 9,TheSandBot,Exception management
4247,TheSandBot 7,TheSandBot,Operational
4248,TheSandBot,TheSandBot,Operational
4249,TheSandBot 5,TheSandBot,Operational
4250,TheSandBot 10,TheSandBot,Exception management
4251,TheSandBot 8,TheSandBot,Exception management
4252,TheSandBot 6,TheSandBot,Exception management
4253,TheSandBot 2,TheSandBot,Operational
4254,Thehelpfulbot 9,Thehelpfulbot,Operational
4255,Thehelpfulbot 2,Thehelpfulbot,Information provision
4256,Thehelpfulbot 12,Thehelpfulbot,Task allocation
4257,Thehelpfulbot 6,Thehelpfulbot,Operational
4258,Thehelpfulbot 13,Thehelpfulbot,Operational
4259,Thehelpfulbot 10,Thehelpfulbot,Interwiki
4260,Thehelpfulbot 4,Thehelpfulbot,Operational
4261,Thehelpfulbot 11,Thehelpfulbot,Task allocation
4262,Thehelpfulbot 5,Thehelpfulbot,Operational
4263,Thehelpfulbot 3,Thehelpfulbot,Operational
4264,Thehelpfulbot 8,Thehelpfulbot,Task allocation
4265,Thehelpfulbot,Thehelpfulbot,Operational
4266,Thehelpfulbot 7,Thehelpfulbot,Operational
4267,ThehelpfuloneBot,ThehelpfuloneBot,Other
4268,Theo's Little Bot 12,Theo's Little Bot,Operational
4269,Theo's Little Bot 11,Theo's Little Bot,Task allocation
4270,Theo's Little Bot 14,Theo's Little Bot,Task division
4271,Theo's Little Bot 22,Theo's Little Bot,Operational
4272,Theo's Little Bot,Theo's Little Bot,Operational
4273,Theo's Little Bot 17,Theo's Little Bot,Task allocation
4274,Theo's Little Bot 3,Theo's Little Bot,Task allocation
4275,Theo's Little Bot 21,Theo's Little Bot,Operational
4276,Theo's Little Bot 9,Theo's Little Bot,Information provision
4277,Theo's Little Bot 26,Theo's Little Bot,Task allocation
4278,Theo's Little Bot 18,Theo's Little Bot,Operational
4279,Theo's Little Bot 19,Theo's Little Bot,Information provision
4280,Theo's Little Bot 8,Theo's Little Bot,Task division
4281,Theo's Little Bot 13,Theo's Little Bot,Operational
4282,Theo's Little Bot 6,Theo's Little Bot,Task division
4283,Theo's Little Bot 4,Theo's Little Bot,Task allocation
4284,Theo's Little Bot 15,Theo's Little Bot,Operational
4285,Theo's Little Bot 20,Theo's Little Bot,Operational
4286,Theo's Little Bot 2,Theo's Little Bot,Task allocation
4287,Theo's Little Bot 27,Theo's Little Bot,Operational
4288,Theo's Little Bot 24,Theo's Little Bot,Operational
4289,Theo's Little Bot 16,Theo's Little Bot,Operational
4290,Theo's Little Bot 25,Theo's Little Bot,Operational
4291,Theo's Little Bot 5,Theo's Little Bot,Task allocation
4292,Theo's Little Bot 10,Theo's Little Bot,Task division
4293,Theo's Little Bot 23,Theo's Little Bot,Operational
4294,Theo's Little Bot 7,Theo's Little Bot,Task allocation
4295,Theo's Little Bot II,Theo's Little Bot II,Other
4296,ThetaBot,ThetaBot,Other
4297,Thijs!bot,Thijs!bot,Interwiki
4298,ThorBot,ThorBot,Interwiki
4299,ThreeBot,ThreeBot,Other
4300,ThundaBot,ThundaBot,Exception management
4301,Tigraan-testbot,Tigraan-testbot,Information provision
4302,TinucherianBot 3,TinucherianBot,Task allocation
4303,TinucherianBot 2,TinucherianBot,Task allocation
4304,TinucherianBot 5,TinucherianBot,Task division
4305,TinucherianBot,TinucherianBot,Task allocation
4306,TinucherianBot 4,TinucherianBot,Task division
4307,TinucherianBot II,TinucherianBot II,Interwiki
4308,TinucherianBot III,TinucherianBot III,Other
4309,Tippopotamus,Tippopotamus,Operational
4310,TjBot,TjBot,Interwiki
4311,TjBot 2,TjBot,Interwiki
4312,TobeBot,TobeBot,Interwiki
4313,ToePeu.bot,ToePeu.bot,Interwiki
4314,TohaomgBot,TohaomgBot,Operational
4315,TokenzeroBot 6,TokenzeroBot,Operational
4316,TokenzeroBot 5,TokenzeroBot,Operational
4317,TokenzeroBot 4,TokenzeroBot,Operational
4318,TokenzeroBot,TokenzeroBot,Operational
4319,TokenzeroBot 3,TokenzeroBot,Operational
4320,TokenzeroBot 2,TokenzeroBot,Operational
4321,Tokrkbot,Tokrkbot,Other
4322,TolBot 11,TolBot,Operational
4323,TolBot,TolBot,Operational
4324,TolBot 9,TolBot,Task allocation
4325,TolBot 5,TolBot,Operational
4326,TolBot 2,TolBot,Exception management
4327,TolBot 13,TolBot,Operational
4328,TolBot 6,TolBot,Operational
4329,TolBot 10,TolBot,Operational
4330,TolBot 3,TolBot,Operational
4331,TolBot 4,TolBot,Operational
4332,TolBot 13A,TolBot 13A,Operational
4333,TolBot 13B,TolBot 13B,Operational
4334,TolBot 13C,TolBot 13C,Operational
4335,TolBot 13D,TolBot 13D,Operational
4336,TolBot 13E,TolBot 13E,Operational
4337,TolBot 13F,TolBot 13F,Operational
4338,TolBot 1A,TolBot 1A,Operational
4339,Tom's Tagging Bot,Tom's Tagging Bot,Task division
4340,Tom.Bot 2,Tom.Bot,Operational
4341,Tom.Bot 6,Tom.Bot,Operational
4342,Tom.Bot,Tom.Bot,Task allocation
4343,Tom.Bot 5,Tom.Bot,Task allocation
4344,Tom.Bot 4,Tom.Bot,Operational
4345,Tom.Bot 3,Tom.Bot,Operational
4346,Tom.Bot 7,Tom.Bot,Operational
4347,TomBot 2,TomBot,Operational
4348,TomBot 3,TomBot,Other
4349,TomBot,TomBot,Operational
4350,TomNVandBot,TomNVandBot,Exception management
4351,Tomtomn00 Bot I,Tomtomn00 Bot I,Exception management
4352,TonyBot,TonyBot,Information provision
4353,ToolWikiBot,ToolWikiBot,Other
4354,Top25ReportBot,Top25ReportBot,Information provision
4355,Topjabot~enwiki,Topjabot~enwiki,Other
4356,TorBlockingScript,TorBlockingScript,Exception management
4357,TorBot,TorBot,Exception management
4358,TorNodeBot 2,TorNodeBot,Exception management
4359,TorNodeBot,TorNodeBot,Exception management
4360,Torbot,Torbot,Operational
4361,TortoiseBot,TortoiseBot,Other
4362,TotalDramaBot,TotalDramaBot,Operational
4363,TottyBot,TottyBot,Interwiki
4364,Tourjouman05Bot,Tourjouman05Bot,Other
4365,TowBot,TowBot,Operational
4366,Town-bot,Town-bot,Operational
4367,TrBot,TrBot,Interwiki
4368,TraBot,TraBot,Operational
4369,Trailbehind-bot,Trailbehind-bot,Operational
4370,Translation Notification Bot,Translation Notification Bot,Information provision
4371,Traveler100,Traveler100,Other
4372,TrionaBot,TrionaBot,Operational
4373,TronBot,TronBot,Information provision
4374,TrustMeImAIRobot,TrustMeImAIRobot,Operational
4375,TrystanBot,TrystanBot,Other
4376,Tsca.bot,Tsca.bot,Other
4377,TuHan-Bot,TuHan-Bot,Interwiki
